machine_id,time,status,brand,usage_rate,temp_avg,age_machine,env_humidity,maintenance_freq,operator_experience,shock_events
7241,7.6,1,Beta,0.74,65.7,1,82.4,0.7,3,0
7242,851.5,0,Beta,0.52,69.0,1,41.4,1.46,4,0
7243,268.0,1,Gamma,0.77,73.0,10,39.6,0.9,3,0
7244,70.2,1,Alpha,0.49,66.3,5,55.3,1.42,3,0
7245,179.0,1,Beta,0.39,64.9,9,75.4,1.44,2,0
7246,470.2,1,Alpha,0.5,69.1,10,38.6,0.85,4,0
7247,616.3,1,Alpha,0.56,77.3,7,40.5,1.05,2,0
7248,3.8,1,Beta,0.51,61.5,8,47.7,1.43,3,0
7249,235.6,1,Beta,0.63,62.1,4,44.5,0.81,3,0
7250,812.8,1,Gamma,0.76,66.7,4,61.4,1.3,4,0
7251,158.1,1,Alpha,0.87,72.5,1,89.6,1.79,3,2
7252,156.9,1,Beta,0.66,68.8,8,36.5,0.92,2,0
7253,160.6,1,Alpha,0.39,67.8,4,46.3,1.2,1,0
7254,270.9,1,Gamma,0.82,71.1,4,85.3,1.59,3,3
7255,213.8,1,Alpha,0.79,73.2,2,62.8,1.73,3,1
7256,315.2,1,Beta,0.66,57.9,1,81.1,1.14,3,0
7257,339.8,0,Gamma,0.51,65.9,5,44.6,2.08,3,1
7258,50.6,1,Beta,0.64,64.1,7,43.5,1.54,3,1
7259,820.5,0,Alpha,0.35,58.1,6,66.5,1.96,4,1
7260,171.3,1,Gamma,0.64,69.1,1,64.5,0.8,3,0
7261,272.5,1,Gamma,0.56,61.0,8,60.9,1.82,3,0
7262,149.9,1,Gamma,0.34,59.9,9,71.3,1.34,3,1
7263,30.3,1,Beta,0.33,69.0,1,51.8,1.14,3,0
7264,109.6,1,Beta,0.84,72.6,1,38.3,0.64,2,2
7265,7.6,1,Gamma,0.71,70.0,8,62.6,1.54,2,0
7266,187.9,1,Beta,0.81,70.9,8,34.8,1.56,4,1
7267,165.9,1,Alpha,0.52,55.3,9,67.2,1.11,2,0
7268,731.2,0,Beta,0.46,62.6,3,49.7,1.74,3,0
7269,441.0,1,Beta,0.79,74.3,3,57.9,0.79,3,0
7270,443.4,1,Alpha,0.89,68.6,5,37.5,1.29,3,0
7271,2.6,1,Alpha,0.84,68.0,5,40.5,1.59,2,0
7272,240.9,1,Beta,0.75,66.8,1,44.0,0.93,1,2
7273,492.8,0,Alpha,0.49,55.8,5,56.9,1.96,3,0
7274,774.3,0,Gamma,0.67,66.7,3,55.6,2.11,3,0
7275,138.0,1,Beta,0.62,71.8,4,33.2,1.42,2,0
7276,630.5,0,Gamma,0.35,59.9,7,78.8,1.11,2,1
7277,308.1,1,Alpha,0.8,62.4,7,65.5,1.59,3,0
7278,147.7,1,Alpha,0.41,63.4,9,42.7,0.97,3,0
7279,435.1,1,Gamma,0.58,58.8,1,78.2,0.56,2,0
7280,0.1,1,Beta,0.41,62.4,9,78.1,0.84,2,0
7281,12.4,1,Beta,0.36,60.8,1,89.6,0.94,3,1
7282,501.6,1,Beta,0.9,62.6,3,61.1,1.5,3,1
7283,262.3,1,Gamma,0.85,64.1,6,83.1,1.49,2,1
7284,405.1,1,Beta,0.66,63.6,3,32.5,1.32,2,0
7285,97.0,1,Beta,0.89,66.8,2,61.1,1.31,4,2
7286,65.6,1,Alpha,0.84,62.2,6,60.1,0.76,2,1
7287,317.5,1,Beta,0.6,62.5,3,82.2,0.68,3,0
7288,5.7,1,Beta,0.55,66.8,5,56.5,1.31,3,0
7289,229.6,1,Beta,0.61,60.8,1,56.6,1.11,2,0
7290,11.3,1,Beta,0.77,67.1,7,37.2,0.71,2,1
7291,766.9,0,Gamma,0.8,59.1,9,34.8,1.96,4,0
7292,800.9,1,Alpha,0.56,63.8,6,40.2,1.99,3,1
7293,582.0,1,Beta,0.57,67.0,2,88.5,1.12,3,0
7294,489.0,1,Beta,0.77,68.0,6,84.7,0.63,2,1
7295,401.4,1,Beta,0.81,69.1,1,70.8,0.63,2,0
7296,154.1,1,Beta,0.81,67.9,2,75.3,1.36,3,1
7297,584.4,1,Gamma,0.74,59.1,3,76.1,1.24,3,1
7298,477.3,1,Alpha,0.51,59.9,10,57.0,1.78,4,0
7299,281.6,1,Alpha,0.73,64.2,8,68.3,1.58,3,0
7300,278.1,1,Beta,0.4,70.9,5,52.3,1.71,4,0
7301,642.6,0,Alpha,0.63,74.1,4,58.1,1.87,4,2
7302,112.1,1,Beta,0.31,56.7,8,77.3,1.52,2,2
7303,395.6,1,Beta,0.43,69.6,10,75.3,1.56,3,0
7304,320.7,0,Gamma,0.71,71.1,8,87.7,1.26,4,0
7305,639.2,1,Alpha,0.33,67.3,5,59.6,1.24,4,0
7306,259.2,1,Beta,0.51,59.7,9,59.2,0.8,2,0
7307,361.2,1,Beta,0.69,59.8,4,63.1,1.4,4,1
7308,288.2,1,Alpha,0.58,58.7,8,32.6,1.42,2,0
7309,440.7,0,Alpha,0.44,64.3,2,31.4,1.57,3,0
7310,458.6,1,Beta,0.42,69.0,1,54.6,0.61,4,0
7311,198.7,1,Alpha,0.66,59.4,8,40.7,0.69,2,0
7312,40.6,1,Alpha,0.88,68.7,5,48.8,1.57,3,2
7313,122.5,1,Beta,0.89,65.2,7,85.8,1.22,4,2
7314,745.3,1,Alpha,0.7,61.1,6,39.1,1.07,3,1
7315,138.4,1,Beta,0.73,66.4,7,42.3,0.91,4,1
7316,295.1,1,Beta,0.4,64.3,7,65.7,1.22,3,1
7317,429.4,1,Alpha,0.82,65.9,8,53.4,0.94,3,0
7318,112.4,1,Beta,0.42,76.6,9,89.1,0.98,2,2
7319,591.7,0,Alpha,0.47,66.9,4,71.3,1.9,3,2
7320,156.4,1,Beta,0.33,61.5,8,48.6,1.77,3,0
7321,168.9,1,Alpha,0.81,55.9,1,82.3,1.31,3,1
7322,63.9,1,Alpha,0.77,58.3,2,66.8,1.34,3,0
7323,148.6,1,Gamma,0.53,63.0,10,48.2,0.99,2,0
7324,415.4,1,Gamma,0.77,72.3,8,48.4,1.98,5,0
7325,520.7,1,Gamma,0.59,64.8,7,64.1,1.22,3,0
7326,77.9,1,Alpha,0.48,63.3,8,52.1,1.88,3,0
7327,612.2,1,Gamma,0.68,69.2,8,42.2,1.65,3,0
7328,304.3,1,Beta,0.47,62.7,8,85.9,0.67,1,0
7329,159.8,1,Alpha,0.78,68.8,3,33.1,1.42,3,0
7330,97.0,1,Alpha,0.44,57.9,4,60.9,1.77,2,0
7331,82.2,1,Alpha,0.54,62.4,8,54.5,1.16,2,0
7332,270.8,1,Beta,0.35,73.2,2,74.6,1.03,2,0
7333,415.1,0,Beta,0.32,56.8,3,42.3,0.75,2,0
7334,51.7,1,Gamma,0.74,65.6,10,85.9,1.96,3,1
7335,395.3,0,Gamma,0.65,66.1,3,40.3,1.67,3,0
7336,305.2,1,Gamma,0.62,59.8,2,89.0,2.13,3,2
7337,188.6,1,Alpha,0.69,60.6,8,72.0,1.16,2,1
7338,377.3,0,Gamma,0.75,61.9,4,57.1,0.75,4,0
7339,115.0,1,Alpha,0.45,66.9,9,31.7,1.83,4,0
7340,143.6,1,Beta,0.59,58.1,8,59.6,0.56,3,0
7341,938.9,0,Gamma,0.71,65.4,2,34.1,1.73,4,0
7342,577.8,1,Alpha,0.46,64.1,9,55.0,0.95,3,0
7343,962.0,1,Gamma,0.44,63.8,10,70.3,2.19,4,0
7344,513.5,1,Alpha,0.43,62.0,7,47.2,1.34,3,0
7345,76.2,1,Beta,0.77,62.4,7,56.5,0.97,3,1
7346,44.0,1,Alpha,0.8,67.2,9,85.3,0.71,4,2
7347,253.1,1,Gamma,0.46,62.4,6,85.1,0.79,2,0
7348,1012.7,0,Alpha,0.49,65.2,5,61.7,0.66,4,0
7349,416.3,0,Gamma,0.39,71.2,4,76.9,1.54,3,1
7350,142.4,1,Beta,0.62,65.8,1,63.0,0.5,3,0
7351,217.8,1,Alpha,0.74,60.3,10,76.8,1.37,3,2
7352,277.9,1,Alpha,0.85,70.9,2,52.7,0.74,1,0
7353,133.5,1,Beta,0.76,71.9,5,74.7,1.04,2,0
7354,716.7,1,Alpha,0.41,67.4,4,74.6,1.35,3,0
7355,345.7,1,Gamma,0.78,62.0,3,37.5,1.05,3,0
7356,24.0,1,Beta,0.66,72.5,9,70.1,1.03,3,0
7357,608.4,0,Alpha,0.52,63.1,7,60.1,1.56,2,0
7358,84.8,1,Beta,0.72,65.0,1,77.9,0.69,3,2
7359,15.4,1,Alpha,0.57,61.6,3,34.9,0.82,2,1
7360,314.7,0,Gamma,0.41,64.3,2,58.8,0.94,3,1
7361,149.6,1,Gamma,0.45,62.2,5,74.2,1.64,4,0
7362,248.1,1,Beta,0.54,63.8,5,69.7,1.43,3,0
7363,119.8,1,Alpha,0.69,67.5,8,86.2,0.88,2,2
7364,4.1,1,Gamma,0.9,63.8,4,53.9,1.59,3,1
7365,93.8,1,Gamma,0.53,65.4,4,50.5,1.31,4,0
7366,213.1,1,Beta,0.37,66.0,3,85.9,1.13,2,1
7367,481.9,0,Gamma,0.67,66.7,6,65.6,1.58,4,1
7368,241.7,1,Beta,0.48,71.8,2,47.4,1.67,4,0
7369,630.4,1,Beta,0.87,74.7,7,80.6,0.62,3,2
7370,119.7,1,Alpha,0.44,67.2,5,88.1,1.78,3,0
7371,89.2,1,Gamma,0.76,65.9,4,89.0,1.02,3,0
7372,12.0,1,Gamma,0.6,66.2,6,67.0,1.71,3,1
7373,51.6,1,Beta,0.86,62.6,2,86.0,0.79,4,0
7374,101.2,1,Alpha,0.64,62.6,3,59.9,1.91,4,0
7375,735.6,0,Beta,0.34,65.5,7,59.7,1.05,2,0
7376,11.8,1,Gamma,0.67,60.0,4,50.8,1.47,3,0
7377,605.9,0,Gamma,0.39,63.1,7,87.6,2.19,4,0
7378,227.9,1,Gamma,0.35,68.1,2,52.6,1.52,3,0
7379,110.8,1,Beta,0.79,75.4,10,63.7,0.69,2,0
7380,96.2,1,Alpha,0.62,55.9,2,76.9,0.72,2,0
7381,851.3,0,Beta,0.85,68.0,3,37.3,1.68,4,2
7382,316.7,1,Gamma,0.54,69.2,3,49.8,1.83,4,0
7383,312.8,1,Gamma,0.36,65.5,8,68.9,1.42,2,1
7384,6.0,1,Gamma,0.78,64.8,5,58.3,1.23,3,0
7385,1066.5,1,Beta,0.77,68.8,1,41.0,1.15,3,1
7386,160.0,1,Beta,0.74,66.0,1,67.1,0.83,3,0
7387,121.3,1,Alpha,0.47,68.4,4,70.5,1.2,2,0
7388,836.6,0,Beta,0.52,65.2,5,62.8,1.55,4,0
7389,454.5,1,Beta,0.71,60.4,8,48.8,0.57,2,0
7390,447.7,1,Beta,0.56,72.6,1,38.8,1.44,3,0
7391,665.2,1,Alpha,0.55,65.8,10,48.6,1.35,2,0
7392,147.5,1,Alpha,0.73,67.1,5,76.7,1.6,3,0
7393,515.2,1,Beta,0.56,70.5,6,30.6,0.61,2,0
7394,163.2,1,Beta,0.47,62.6,10,88.1,1.61,3,1
7395,428.8,1,Alpha,0.58,66.9,3,79.9,0.89,2,1
7396,11.9,1,Alpha,0.3,70.8,5,68.0,1.83,1,0
7397,610.5,1,Gamma,0.77,62.6,10,42.0,1.19,3,0
7398,588.5,0,Gamma,0.34,59.9,3,82.3,1.56,4,0
7399,149.4,1,Gamma,0.53,67.1,9,39.7,1.37,4,1
7400,329.1,1,Alpha,0.63,62.9,10,30.4,1.06,4,1
7401,309.9,1,Gamma,0.62,63.1,10,30.6,1.91,4,1
7402,23.1,1,Beta,0.49,65.4,4,48.6,1.33,3,1
7403,550.8,1,Gamma,0.52,73.2,6,39.1,1.63,3,1
7404,367.8,1,Beta,0.84,59.9,3,52.1,1.2,3,0
7405,30.0,1,Beta,0.57,65.4,2,79.0,1.48,2,1
7406,62.1,1,Beta,0.55,76.4,10,67.1,0.57,2,0
7407,26.8,1,Beta,0.58,56.1,10,38.7,1.56,2,0
7408,1110.0,0,Alpha,0.46,73.5,7,43.6,1.08,3,0
7409,457.2,0,Beta,0.47,59.1,1,40.1,1.44,4,0
7410,409.8,1,Beta,0.48,70.1,8,38.1,0.5,3,0
7411,383.8,1,Gamma,0.81,64.0,5,32.5,0.78,3,0
7412,901.3,1,Alpha,0.49,57.3,1,76.8,1.03,2,0
7413,730.7,0,Alpha,0.73,57.4,3,38.9,1.91,4,0
7414,841.3,0,Alpha,0.77,68.5,4,34.1,0.51,3,0
7415,34.4,1,Beta,0.7,73.0,1,73.8,0.64,2,0
7416,42.4,1,Gamma,0.39,70.3,8,75.4,0.64,2,0
7417,630.0,1,Alpha,0.43,63.8,6,55.9,0.87,3,1
7418,438.6,1,Beta,0.5,63.2,4,79.9,1.51,3,0
7419,44.7,1,Beta,0.51,58.9,10,76.5,0.6,3,0
7420,241.9,1,Alpha,0.66,62.5,4,32.6,1.46,4,0
7421,285.0,1,Alpha,0.6,59.6,2,82.8,1.09,3,1
7422,192.7,1,Alpha,0.81,62.0,7,63.0,1.47,2,1
7423,74.8,1,Beta,0.73,64.2,9,31.5,1.23,3,0
7424,1.4,1,Gamma,0.5,67.3,7,53.6,0.68,3,0
7425,827.7,0,Alpha,0.58,68.3,3,38.5,0.93,4,0
7426,388.0,1,Alpha,0.54,68.0,4,50.1,1.68,5,1
7427,808.3,0,Alpha,0.31,62.8,9,30.0,0.7,3,0
7428,329.4,1,Alpha,0.48,72.6,10,49.9,0.66,3,1
7429,359.0,1,Beta,0.47,70.8,6,39.6,0.78,2,0
7430,162.4,1,Beta,0.55,66.3,6,67.6,0.66,3,0
7431,124.3,1,Alpha,0.45,61.4,4,46.1,1.15,3,1
7432,30.2,1,Alpha,0.89,62.0,7,83.7,0.92,3,2
7433,496.1,0,Alpha,0.65,72.2,3,35.3,1.27,3,0
7434,655.1,0,Beta,0.73,57.8,3,65.0,1.72,4,0
7435,676.5,0,Gamma,0.61,68.8,1,81.7,0.93,4,0
7436,34.1,1,Beta,0.9,64.2,2,77.9,1.06,2,1
7437,14.7,1,Beta,0.76,80.2,5,78.9,1.68,3,0
7438,84.8,1,Alpha,0.53,55.4,8,81.7,1.35,3,0
7439,586.5,1,Gamma,0.5,65.1,8,30.4,1.21,3,0
7440,99.3,1,Alpha,0.68,69.2,2,86.6,1.36,4,1
7441,401.8,1,Alpha,0.74,69.4,5,87.2,1.24,4,1
7442,124.2,1,Gamma,0.64,64.5,1,61.4,0.99,2,1
7443,701.8,0,Alpha,0.77,59.3,7,55.2,1.76,4,0
7444,632.5,0,Beta,0.37,62.7,5,81.7,1.64,4,1
7445,168.8,1,Alpha,0.74,71.5,3,67.7,0.53,3,0
7446,149.9,1,Beta,0.87,60.8,1,83.0,1.04,2,0
7447,283.1,1,Gamma,0.52,68.9,3,49.7,1.68,4,0
7448,105.6,1,Beta,0.75,67.1,10,78.6,1.25,2,1
7449,111.8,1,Alpha,0.61,64.4,4,37.7,1.49,4,0
7450,331.7,1,Alpha,0.44,58.8,10,59.8,1.29,3,1
7451,82.9,1,Gamma,0.3,62.8,7,30.8,1.74,3,0
7452,310.1,1,Beta,0.83,59.2,4,61.2,1.04,3,0
7453,599.7,0,Gamma,0.34,68.6,9,48.1,1.61,3,0
7454,1016.1,0,Beta,0.37,78.8,1,62.2,1.57,4,1
7455,630.0,0,Beta,0.36,65.0,10,36.9,1.46,4,0
7456,315.3,1,Alpha,0.59,59.7,7,40.8,1.37,3,0
7457,15.0,1,Beta,0.65,72.3,4,73.6,0.72,3,1
7458,499.1,1,Gamma,0.52,63.3,7,71.7,0.97,3,1
7459,231.7,1,Beta,0.89,55.2,1,38.3,1.78,4,2
7460,162.6,1,Beta,0.43,67.0,5,37.4,0.68,3,1
7461,510.3,1,Alpha,0.56,56.9,7,45.6,1.87,3,0
7462,42.5,1,Beta,0.74,66.7,7,42.3,0.77,2,1
7463,153.6,1,Alpha,0.79,79.2,2,44.2,1.46,3,0
7464,378.3,1,Gamma,0.87,68.6,7,58.2,1.82,4,1
7465,207.6,1,Alpha,0.53,54.7,10,73.1,1.19,2,0
7466,420.4,1,Alpha,0.72,67.2,1,65.9,1.45,3,0
7467,142.5,1,Alpha,0.8,70.9,6,75.2,0.57,3,0
7468,312.9,1,Gamma,0.75,65.7,3,35.7,0.67,2,0
7469,175.8,1,Alpha,0.35,67.6,9,46.0,0.77,2,1
7470,838.5,0,Alpha,0.75,71.0,3,37.5,1.6,4,0
7471,792.0,0,Alpha,0.62,62.7,3,47.4,0.78,4,0
7472,364.6,1,Beta,0.58,63.7,7,44.4,0.57,3,0
7473,78.6,1,Alpha,0.74,75.4,10,87.7,0.64,3,1
7474,750.8,1,Beta,0.33,55.8,10,50.2,0.58,2,0
7475,110.9,1,Gamma,0.41,69.4,4,49.6,1.18,3,0
7476,436.5,0,Gamma,0.66,58.4,1,43.7,0.99,4,0
7477,40.7,1,Alpha,0.52,62.6,5,62.6,0.67,2,0
7478,388.5,0,Gamma,0.75,66.5,6,30.1,1.23,3,0
7479,611.8,0,Alpha,0.33,56.2,10,63.5,0.84,3,0
7480,1157.8,0,Gamma,0.6,63.2,6,37.9,0.64,2,0
7481,635.9,0,Beta,0.67,72.7,3,80.5,0.54,1,0
7482,417.9,1,Beta,0.37,67.0,7,40.0,0.86,2,0
7483,15.2,1,Gamma,0.81,69.4,6,72.1,0.8,3,2
7484,289.5,1,Beta,0.52,64.3,5,78.0,0.82,1,0
7485,717.8,0,Alpha,0.77,67.6,1,31.0,1.58,2,0
7486,91.4,1,Beta,0.36,66.6,8,69.3,0.63,3,0
7487,23.2,1,Gamma,0.44,71.4,3,56.2,0.86,2,0
7488,573.9,1,Beta,0.37,61.7,5,86.4,1.57,4,1
7489,423.4,0,Gamma,0.65,65.1,6,56.4,1.53,3,2
7490,118.4,1,Gamma,0.65,66.4,5,62.7,1.39,3,1
7491,11.9,1,Gamma,0.74,62.5,8,31.8,1.26,4,0
7492,85.3,1,Beta,0.45,69.2,6,83.9,1.09,2,1
7493,137.8,1,Beta,0.81,53.2,10,54.1,0.99,3,0
7494,667.6,1,Gamma,0.59,62.0,5,70.5,1.98,3,1
7495,636.2,1,Alpha,0.48,69.8,2,37.8,0.78,4,0
7496,39.5,1,Beta,0.68,70.9,3,58.3,1.45,3,0
7497,65.2,1,Beta,0.82,71.3,8,64.6,1.72,4,2
7498,80.7,1,Beta,0.48,56.1,9,37.2,0.63,2,0
7499,220.4,1,Gamma,0.86,72.3,10,74.0,1.25,3,2
7500,212.5,1,Beta,0.56,67.9,3,38.2,1.02,3,1
7501,462.6,1,Gamma,0.9,72.2,4,63.2,0.74,3,0
7502,353.3,1,Gamma,0.78,61.9,10,41.9,1.22,3,1
7503,896.2,1,Beta,0.47,63.8,9,55.8,0.99,2,0
7504,163.6,1,Gamma,0.4,68.2,6,78.0,1.05,2,2
7505,1032.3,0,Alpha,0.72,66.2,8,62.8,0.8,3,0
7506,225.6,1,Beta,0.81,68.9,2,65.4,0.99,3,1
7507,29.6,1,Gamma,0.88,63.4,7,88.0,1.99,4,2
7508,817.5,0,Alpha,0.75,63.6,3,33.5,1.32,4,0
7509,86.2,1,Alpha,0.81,65.3,5,53.4,1.16,3,2
7510,115.2,1,Beta,0.78,65.7,9,49.2,1.76,3,0
7511,68.5,1,Gamma,0.8,63.5,9,63.8,1.5,3,0
7512,333.9,1,Alpha,0.89,68.1,8,72.1,1.42,2,1
7513,164.8,1,Alpha,0.45,61.7,8,88.6,1.57,4,2
7514,499.5,1,Beta,0.43,74.1,1,42.4,1.72,4,0
7515,11.4,1,Beta,0.61,73.3,6,80.9,1.72,3,0
7516,148.7,1,Beta,0.75,64.8,10,86.1,0.76,2,1
7517,368.7,1,Beta,0.78,67.8,8,74.4,1.21,4,0
7518,890.8,0,Alpha,0.34,65.0,10,74.3,1.48,2,0
7519,691.3,0,Beta,0.34,65.9,1,58.8,1.33,3,0
7520,226.3,1,Beta,0.35,73.2,2,67.4,0.93,3,1
7521,611.4,1,Gamma,0.53,61.5,1,68.0,1.27,2,1
7522,717.5,0,Gamma,0.8,74.2,4,82.7,1.4,4,0
7523,315.9,1,Beta,0.49,67.7,5,52.3,1.8,3,0
7524,848.0,0,Beta,0.34,60.9,2,49.6,1.44,3,1
7525,48.9,1,Alpha,0.65,67.8,4,56.3,1.96,4,1
7526,400.4,1,Beta,0.76,60.3,3,88.9,0.45,3,1
7527,632.8,1,Beta,0.57,73.7,6,39.8,0.64,3,0
7528,476.0,1,Alpha,0.56,58.4,5,64.1,0.65,3,0
7529,868.7,1,Gamma,0.54,71.7,3,42.9,1.66,4,0
7530,45.2,1,Beta,0.69,67.6,5,84.3,0.64,3,0
7531,265.0,1,Gamma,0.84,58.4,7,36.9,1.57,3,0
7532,34.6,1,Gamma,0.6,62.6,10,42.0,1.06,3,2
7533,68.2,1,Beta,0.55,71.1,7,55.9,1.08,1,0
7534,600.1,1,Gamma,0.54,69.0,1,82.0,0.98,3,1
7535,1.9,1,Alpha,0.63,63.1,2,46.7,1.96,4,0
7536,517.1,1,Beta,0.31,68.3,8,36.3,0.83,3,0
7537,917.5,0,Beta,0.53,58.6,10,32.6,1.58,3,0
7538,139.8,1,Beta,0.82,68.8,2,56.1,1.22,3,0
7539,449.3,0,Gamma,0.42,63.5,7,35.4,1.52,3,0
7540,95.9,1,Alpha,0.34,66.1,5,50.6,1.68,3,0
7541,912.3,0,Alpha,0.47,66.3,1,36.8,0.92,3,0
7542,424.4,0,Alpha,0.42,71.8,7,34.1,1.75,3,0
7543,366.5,1,Gamma,0.82,64.5,4,41.0,0.95,3,1
7544,223.5,1,Beta,0.45,72.5,2,56.2,0.92,2,2
7545,101.7,1,Alpha,0.85,59.4,9,77.8,1.18,1,1
7546,573.5,0,Beta,0.58,58.1,1,30.2,0.55,2,0
7547,1185.3,0,Gamma,0.67,71.0,8,39.2,1.85,3,1
7548,96.0,1,Gamma,0.68,76.4,4,75.8,1.3,4,1
7549,570.4,0,Alpha,0.5,57.6,2,83.4,1.55,3,1
7550,3.3,1,Beta,0.6,60.7,10,58.4,0.98,2,1
7551,19.9,1,Alpha,0.4,55.1,6,45.6,1.16,2,0
7552,736.6,0,Beta,0.87,56.6,7,47.1,0.91,3,0
7553,12.1,1,Beta,0.73,68.9,7,50.3,0.74,2,0
7554,5.7,1,Beta,0.38,69.6,8,75.8,0.83,3,1
7555,384.3,1,Beta,0.87,67.8,6,52.5,1.38,3,1
7556,199.3,1,Beta,0.89,65.3,2,41.2,1.57,4,0
7557,423.6,1,Beta,0.56,54.7,10,73.9,1.8,4,0
7558,244.7,1,Gamma,0.68,58.2,10,44.7,1.4,2,0
7559,412.1,1,Gamma,0.85,68.8,6,80.1,1.01,2,3
7560,489.3,1,Alpha,0.5,64.2,6,87.9,1.75,2,1
7561,639.8,1,Beta,0.82,62.7,10,81.0,1.39,3,0
7562,845.5,1,Gamma,0.77,68.5,6,49.0,1.21,4,0
7563,305.5,0,Alpha,0.76,67.8,6,61.8,1.7,2,1
7564,145.0,1,Alpha,0.38,71.3,3,85.7,0.61,1,0
7565,11.6,1,Beta,0.4,60.4,7,71.0,0.97,3,0
7566,583.5,1,Beta,0.71,64.7,4,32.1,1.05,3,0
7567,350.8,1,Beta,0.46,69.9,4,74.7,1.42,2,1
7568,145.2,1,Gamma,0.59,68.6,7,42.7,0.74,3,0
7569,308.8,1,Beta,0.77,58.6,7,69.1,0.49,3,1
7570,167.9,1,Beta,0.44,68.7,10,34.2,1.16,2,0
7571,120.8,1,Gamma,0.83,63.2,7,61.4,1.64,4,1
7572,570.4,0,Alpha,0.69,58.1,5,54.7,1.27,4,0
7573,240.0,1,Gamma,0.4,70.7,2,76.5,0.9,4,1
7574,313.2,0,Alpha,0.55,66.3,8,49.7,0.81,4,0
7575,20.5,1,Beta,0.82,66.7,6,41.3,0.69,1,1
7576,380.6,0,Beta,0.58,59.9,1,64.5,1.43,2,1
7577,122.1,1,Beta,0.41,57.2,4,43.9,1.42,2,0
7578,328.8,0,Alpha,0.31,61.6,5,65.5,0.92,3,1
7579,737.1,0,Gamma,0.54,66.1,5,31.8,2.05,2,0
7580,1010.7,1,Beta,0.32,63.7,1,56.5,1.58,4,0
7581,136.1,1,Alpha,0.37,61.6,2,88.0,0.57,3,0
7582,4.8,1,Beta,0.59,53.0,6,30.4,0.88,2,1
7583,89.3,1,Gamma,0.36,68.6,9,63.9,1.24,2,0
7584,208.8,1,Beta,0.84,71.2,7,44.6,0.96,2,0
7585,468.7,1,Beta,0.74,64.0,8,77.9,0.87,2,0
7586,423.2,0,Gamma,0.5,64.2,1,39.7,0.7,2,0
7587,770.1,1,Gamma,0.43,64.1,6,52.2,1.78,3,1
7588,767.1,1,Alpha,0.66,58.2,8,39.7,1.52,4,0
7589,66.7,1,Alpha,0.4,71.7,9,83.2,0.65,3,0
7590,561.6,1,Gamma,0.9,64.5,3,77.9,1.84,4,1
7591,753.2,0,Gamma,0.49,58.9,6,64.9,2.02,4,0
7592,514.4,1,Beta,0.39,62.0,1,52.7,0.47,3,0
7593,703.3,1,Beta,0.4,75.6,8,67.2,1.09,4,1
7594,379.8,1,Alpha,0.74,62.2,6,83.7,1.8,4,1
7595,103.8,1,Alpha,0.73,70.6,5,41.3,1.62,5,2
7596,458.5,1,Gamma,0.86,66.6,8,40.2,1.48,1,3
7597,63.7,1,Beta,0.83,74.1,1,59.4,1.4,4,1
7598,1.9,1,Gamma,0.32,62.2,6,76.2,1.29,3,1
7599,35.6,1,Alpha,0.54,63.2,6,88.3,1.85,4,2
7600,639.6,0,Beta,0.45,61.7,1,42.7,0.88,3,0
7601,522.2,1,Gamma,0.41,74.7,5,47.9,1.12,2,0
7602,412.0,0,Gamma,0.5,54.0,5,40.8,1.85,4,0
7603,525.6,1,Beta,0.31,64.2,9,83.4,1.52,3,2
7604,180.5,1,Beta,0.87,68.9,1,34.3,0.48,1,1
7605,511.9,1,Alpha,0.87,67.1,9,67.5,1.41,2,1
7606,18.5,1,Beta,0.67,64.8,2,69.7,0.96,3,1
7607,189.7,1,Beta,0.56,60.9,9,35.6,1.08,4,0
7608,167.1,1,Beta,0.34,69.6,3,85.4,0.79,3,0
7609,618.8,0,Alpha,0.36,76.7,1,79.9,1.08,2,1
7610,362.1,1,Beta,0.59,59.8,8,83.8,1.57,3,2
7611,103.2,1,Beta,0.8,71.7,3,41.0,0.48,3,0
7612,340.3,1,Alpha,0.81,72.1,6,63.9,0.67,3,1
7613,476.7,1,Gamma,0.44,59.4,6,40.9,2.04,4,0
7614,9.0,1,Beta,0.74,72.2,2,80.2,1.35,3,1
7615,489.0,1,Beta,0.81,59.9,8,30.6,0.75,3,1
7616,169.8,1,Beta,0.74,61.5,2,66.8,0.64,3,2
7617,102.7,1,Alpha,0.87,63.8,2,50.5,1.54,3,1
7618,685.7,1,Alpha,0.74,61.7,4,85.5,0.75,2,0
7619,97.6,1,Alpha,0.72,60.8,1,51.8,1.13,2,1
7620,106.1,1,Beta,0.66,69.0,5,51.8,0.52,2,0
7621,40.4,1,Beta,0.6,65.1,7,61.1,0.72,3,1
7622,413.3,1,Beta,0.33,59.5,3,34.2,0.79,3,0
7623,46.3,1,Gamma,0.75,70.5,6,45.0,1.09,1,0
7624,316.6,1,Alpha,0.51,54.8,10,50.5,1.16,3,0
7625,214.1,1,Alpha,0.5,63.4,6,65.0,1.56,2,0
7626,148.4,1,Alpha,0.36,55.7,10,77.9,0.96,3,1
7627,626.1,1,Alpha,0.65,57.5,1,51.9,0.63,3,0
7628,87.9,1,Beta,0.4,51.4,4,75.5,1.71,3,2
7629,194.4,1,Beta,0.77,68.2,1,65.5,1.24,2,0
7630,433.4,1,Beta,0.43,55.0,7,39.2,1.67,3,0
7631,453.9,1,Gamma,0.62,61.5,7,54.5,0.68,3,0
